"SUID","__glayCluster","name","selected","shared name"
"11922","4","Hey2","false","Hey2"
"12075","4","Nexn","false","Nexn"
"12308","5","Ubr2","false","Ubr2"
"11923","4","Hes7","false","Hes7"
"12309","5","Fbxl5","false","Fbxl5"
"11829","5","Scaf11","false","Scaf11"
"12310","5","Fbxo21","false","Fbxo21"
"12311","5","Klhl11","false","Klhl11"
"12312","5","Dzip3","false","Dzip3"
"12313","5","Klhl13","false","Klhl13"
"12076","2","Paip2","false","Paip2"
"12314","5","Nap1l4","false","Nap1l4"
"12077","4","Ctage5","false","Ctage5"
"12315","5","Bard1","false","Bard1"
"11830","4","Ppp1r14a","false","Ppp1r14a"
"11831","4","Pkn2","false","Pkn2"
"12316","5","Trim24","false","Trim24"
