regulatoryGene	targetGene	weight	extRegulatoryGene	extTargetGene
ENSMUSG00000041215	ENSMUSG00000035575	0.0715477179841141	Yeats2	Utp6
ENSMUSG00000022178	ENSMUSG00000039952	0.0715112098527022	Ajuba	Dag1
ENSMUSG00000056758	ENSMUSG00000051579	0.071421882409978	Hmga2	Tceal8
ENSMUSG00000022961	ENSMUSG00000023906	0.0713139527060044	Son	Cldn6
ENSMUSG00000020098	ENSMUSG00000007872	0.0709985007562021	Pcbd1	Id3
ENSMUSG00000007872	ENSMUSG00000020098	0.0709216595679154	Id3	Pcbd1
ENSMUSG00000035478	ENSMUSG00000053436	0.0708861409066068	Mbd3	Mapk14
ENSMUSG00000031134	ENSMUSG00000044864	0.0706974686491129	Rbmx	Ankrd50
ENSMUSG00000035799	ENSMUSG00000007872	0.0706688091658537	Twist1	Id3
ENSMUSG00000015217	ENSMUSG00000022855	0.0706075917253777	Hmgb3	Senp2
ENSMUSG00000022961	ENSMUSG00000000094	0.0698027466180381	Son	Tbx4
ENSMUSG00000029994	ENSMUSG00000013787	0.0697085841304557	Anxa4	Ehmt2
ENSMUSG00000021546	ENSMUSG00000019437	0.0696342008868355	Hnrnpk	Tlcd1
ENSMUSG00000029994	ENSMUSG00000007415	0.0694330499809464	Anxa4	Gatad1
ENSMUSG00000031161	ENSMUSG00000039395	0.0693020905643082	Hdac6	Mreg
ENSMUSG00000027230	ENSMUSG00000031078	0.0692151531015342	Creb3l1	Cttn
ENSMUSG00000029994	ENSMUSG00000052593	0.0691925530918743	Anxa4	Adam17
ENSMUSG00000031134	ENSMUSG00000035799	0.069081334179207	Rbmx	Twist1
ENSMUSG00000031134	ENSMUSG00000022142	0.0690219958315135	Rbmx	Nup155
ENSMUSG00000022961	ENSMUSG00000067276	0.0688911877981193	Son	Capn6
ENSMUSG00000022961	ENSMUSG00000019338	0.0686406477369665	Son	Zfp687
ENSMUSG00000042750	ENSMUSG00000036580	0.0686406179160959	Bex2	Spg20
ENSMUSG00000042557	ENSMUSG00000052593	0.0685371810653946	Sin3a	Adam17
ENSMUSG00000035799	ENSMUSG00000072825	0.0684132522878145	Twist1	Cep170b
ENSMUSG00000027230	ENSMUSG00000019338	0.068208110991184	Creb3l1	Zfp687
ENSMUSG00000001472	ENSMUSG00000029501	0.0680898253387943	Tcf25	Ankle2
ENSMUSG00000031134	ENSMUSG00000033417	0.0680150186459856	Rbmx	Cacul1
ENSMUSG00000028890	ENSMUSG00000022800	0.0677636407403468	Mtf1	Fyttd1
ENSMUSG00000050966	ENSMUSG00000007872	0.0676229264526419	Lin28a	Id3
ENSMUSG00000031134	ENSMUSG00000036580	0.0676001918853113	Rbmx	Spg20
ENSMUSG00000027230	ENSMUSG00000023025	0.0673905844765851	Creb3l1	Larp4
ENSMUSG00000031134	ENSMUSG00000038943	0.06713483985213	Rbmx	Prc1
ENSMUSG00000020098	ENSMUSG00000038633	0.0671237879110262	Pcbd1	Degs1
ENSMUSG00000050966	ENSMUSG00000024827	0.067009065859245	Lin28a	Gldc
ENSMUSG00000021546	ENSMUSG00000007415	0.0669923119667925	Hnrnpk	Gatad1
ENSMUSG00000015217	ENSMUSG00000024369	0.0668041998695347	Hmgb3	Nelfe
ENSMUSG00000022961	ENSMUSG00000031161	0.0667804516301131	Son	Hdac6
ENSMUSG00000022961	ENSMUSG00000024369	0.0667500186162341	Son	Nelfe
ENSMUSG00000020098	ENSMUSG00000007415	0.0664419964702365	Pcbd1	Gatad1
ENSMUSG00000031134	ENSMUSG00000072825	0.0663835557504486	Rbmx	Cep170b
ENSMUSG00000027230	ENSMUSG00000067276	0.0662949800559357	Creb3l1	Capn6
ENSMUSG00000053754	ENSMUSG00000028809	0.066181149734737	Chd8	Srrm1
ENSMUSG00000028890	ENSMUSG00000029201	0.0659977824209247	Mtf1	Ugdh
ENSMUSG00000056758	ENSMUSG00000067276	0.0659880188908509	Hmga2	Capn6
ENSMUSG00000045098	ENSMUSG00000055799	0.0658578090865435	Kmt5b	Tcf7l1
ENSMUSG00000053754	ENSMUSG00000029591	0.0658202466411619	Chd8	Ung
ENSMUSG00000061887	ENSMUSG00000037266	0.0655016174207218	Ssbp3	Rsrp1
ENSMUSG00000022961	ENSMUSG00000025268	0.0653958269423047	Son	Maged2
ENSMUSG00000041215	ENSMUSG00000042557	0.0653290653173605	Yeats2	Sin3a
ENSMUSG00000027230	ENSMUSG00000025268	0.0651051810208653	Creb3l1	Maged2
ENSMUSG00000031134	ENSMUSG00000021488	0.0649953836818887	Rbmx	Nsd1
ENSMUSG00000013787	ENSMUSG00000007415	0.0649863468007285	Ehmt2	Gatad1
ENSMUSG00000015217	ENSMUSG00000031078	0.064822797722449	Hmgb3	Cttn
ENSMUSG00000001472	ENSMUSG00000027303	0.0647717010337714	Tcf25	Ptpra
ENSMUSG00000061887	ENSMUSG00000053801	0.0647513343005088	Ssbp3	Grwd1
ENSMUSG00000035799	ENSMUSG00000067276	0.0646884835250501	Twist1	Capn6
ENSMUSG00000038615	ENSMUSG00000028809	0.0646800080452524	Nfe2l1	Srrm1
ENSMUSG00000021546	ENSMUSG00000052593	0.0645922054260404	Hnrnpk	Adam17
ENSMUSG00000015522	ENSMUSG00000035799	0.0643514155273616	Arnt	Twist1
ENSMUSG00000032481	ENSMUSG00000022855	0.0641101150601187	Smarcc1	Senp2
ENSMUSG00000015217	ENSMUSG00000020840	0.064024937081888	Hmgb3	Blmh
ENSMUSG00000027478	ENSMUSG00000091512	0.0639853026604437	Dnmt3b	Lamtor3
ENSMUSG00000020538	ENSMUSG00000037266	0.0639387666421843	Srebf1	Rsrp1
ENSMUSG00000015217	ENSMUSG00000004937	0.0637783524880721	Hmgb3	Sgta
ENSMUSG00000035478	ENSMUSG00000031134	0.063649115502923	Mbd3	Rbmx
ENSMUSG00000042750	ENSMUSG00000053436	0.063526387641651	Bex2	Mapk14
ENSMUSG00000024369	ENSMUSG00000024827	0.0633150092573817	Nelfe	Gldc
ENSMUSG00000035873	ENSMUSG00000030986	0.0631448622804281	Pawr	Dhx32
ENSMUSG00000035799	ENSMUSG00000043323	0.0630316299508136	Twist1	Fbrsl1
ENSMUSG00000038615	ENSMUSG00000029591	0.0629244932089313	Nfe2l1	Ung
ENSMUSG00000031134	ENSMUSG00000029086	0.0627981296695146	Rbmx	Prom1
ENSMUSG00000027478	ENSMUSG00000022855	0.0626598317828553	Dnmt3b	Senp2
ENSMUSG00000061186	ENSMUSG00000022800	0.0625821209833182	Sfmbt2	Fyttd1
ENSMUSG00000024369	ENSMUSG00000071847	0.062538349580067	Nelfe	Apcdd1
ENSMUSG00000024369	ENSMUSG00000030986	0.0624853046960447	Nelfe	Dhx32
ENSMUSG00000020954	ENSMUSG00000032216	0.0624284609337909	Strn3	Nedd4
ENSMUSG00000061186	ENSMUSG00000021756	0.0624222366607114	Sfmbt2	Il6st
ENSMUSG00000078496	ENSMUSG00000020917	0.062407985437232	Zfp982	Acly
ENSMUSG00000022178	ENSMUSG00000020917	0.0623574980796296	Ajuba	Acly
ENSMUSG00000061186	ENSMUSG00000029201	0.0622455050494799	Sfmbt2	Ugdh
ENSMUSG00000056758	ENSMUSG00000007872	0.0622281094309497	Hmga2	Id3
ENSMUSG00000024369	ENSMUSG00000035504	0.0622239428777769	Nelfe	Reep6
ENSMUSG00000001472	ENSMUSG00000022855	0.062163684044463	Tcf25	Senp2
ENSMUSG00000031134	ENSMUSG00000067276	0.0620993871043818	Rbmx	Capn6
ENSMUSG00000031161	ENSMUSG00000043323	0.0620653203595008	Hdac6	Fbrsl1
ENSMUSG00000031161	ENSMUSG00000072825	0.062033290376867	Hdac6	Cep170b
ENSMUSG00000094870	ENSMUSG00000026478	0.0619981381009329	Zfp131	Lamc1
ENSMUSG00000035873	ENSMUSG00000029201	0.0619799494938452	Pawr	Ugdh
ENSMUSG00000042750	ENSMUSG00000032977	0.0618710688122269	Bex2	Fam207a
ENSMUSG00000015522	ENSMUSG00000029591	0.0618000747826223	Arnt	Ung
ENSMUSG00000030619	ENSMUSG00000026623	0.0617346064327482	Eed	Lpgat1
ENSMUSG00000019338	ENSMUSG00000029201	0.0614891019768741	Zfp687	Ugdh
ENSMUSG00000015522	ENSMUSG00000031161	0.061327699848036	Arnt	Hdac6
ENSMUSG00000022961	ENSMUSG00000026478	0.0613042581796745	Son	Lamc1
ENSMUSG00000031134	ENSMUSG00000039952	0.0612364234209533	Rbmx	Dag1
ENSMUSG00000031422	ENSMUSG00000014867	0.0611926259034774	Morf4l2	Surf4
ENSMUSG00000037013	ENSMUSG00000042520	0.0611726942532655	Ss18	Ubap2l
ENSMUSG00000017421	ENSMUSG00000029201	0.0611332413864134	Zfp207	Ugdh
ENSMUSG00000031134	ENSMUSG00000028345	0.0610554339249557	Rbmx	Tex10
ENSMUSG00000024563	ENSMUSG00000047844	0.0610053466616797	Smad2	Bex4
ENSMUSG00000031134	ENSMUSG00000023906	0.0609858178658685	Rbmx	Cldn6
ENSMUSG00000027230	ENSMUSG00000036580	0.0609191294283504	Creb3l1	Spg20
ENSMUSG00000031161	ENSMUSG00000007872	0.0608269505336728	Hdac6	Id3
ENSMUSG00000094870	ENSMUSG00000027699	0.0607361615912016	Zfp131	Ect2
ENSMUSG00000035799	ENSMUSG00000046550	0.0607200876888076	Twist1	Spin2c
ENSMUSG00000035873	ENSMUSG00000044367	0.0607174615418173	Pawr	Slc16a13
ENSMUSG00000022961	ENSMUSG00000069833	0.0607054002667973	Son	Ahnak
ENSMUSG00000036940	ENSMUSG00000013787	0.060585646235911	Kdm1a	Ehmt2
ENSMUSG00000031134	ENSMUSG00000023025	0.0605595725617035	Rbmx	Larp4
ENSMUSG00000031161	ENSMUSG00000023906	0.0604299432249047	Hdac6	Cldn6
ENSMUSG00000028890	ENSMUSG00000047844	0.0603600799943454	Mtf1	Bex4
ENSMUSG00000071771	ENSMUSG00000055371	0.060340316843946	Rhox4b	Stam2
ENSMUSG00000035133	ENSMUSG00000029501	0.0603339613225252	Arhgap5	Ankle2
ENSMUSG00000056758	ENSMUSG00000035799	0.0603131207181473	Hmga2	Twist1
ENSMUSG00000022178	ENSMUSG00000017781	0.0602195656451821	Ajuba	Pitpna
ENSMUSG00000094870	ENSMUSG00000020496	0.0602039999033271	Zfp131	Rnf187
ENSMUSG00000027230	ENSMUSG00000053436	0.060191281758509	Creb3l1	Mapk14
ENSMUSG00000044791	ENSMUSG00000019478	0.0601653062089732	Setd2	Rab4a
ENSMUSG00000031134	ENSMUSG00000021087	0.0601556649265296	Rbmx	Rtn1
ENSMUSG00000015217	ENSMUSG00000003731	0.0600677107073405	Hmgb3	Kpna6
ENSMUSG00000019338	ENSMUSG00000052144	0.0599861028731305	Zfp687	Ppp4r2
ENSMUSG00000061186	ENSMUSG00000045962	0.0599816301759304	Sfmbt2	Wnk1
ENSMUSG00000031134	ENSMUSG00000035478	0.0599602463670261	Rbmx	Mbd3
ENSMUSG00000022961	ENSMUSG00000031078	0.0599554031196989	Son	Cttn
ENSMUSG00000013787	ENSMUSG00000023832	0.0599402207709197	Ehmt2	Acat2
ENSMUSG00000031161	ENSMUSG00000020733	0.0599215065307497	Hdac6	Slc9a3r1
ENSMUSG00000027230	ENSMUSG00000003731	0.0599004641474944	Creb3l1	Kpna6
ENSMUSG00000031134	ENSMUSG00000027715	0.0598764887741712	Rbmx	Ccna2
ENSMUSG00000037013	ENSMUSG00000020917	0.0598714700379503	Ss18	Acly
ENSMUSG00000007415	ENSMUSG00000023025	0.0598711785005315	Gatad1	Larp4
ENSMUSG00000053754	ENSMUSG00000000094	0.0598175308988064	Chd8	Tbx4
ENSMUSG00000056758	ENSMUSG00000031161	0.0597971430013156	Hmga2	Hdac6
ENSMUSG00000022178	ENSMUSG00000047844	0.0597474558822264	Ajuba	Bex4
ENSMUSG00000024369	ENSMUSG00000047844	0.0596360233624876	Nelfe	Bex4
ENSMUSG00000035873	ENSMUSG00000047844	0.0596007209113655	Pawr	Bex4
ENSMUSG00000035133	ENSMUSG00000015217	0.0595594387900179	Arhgap5	Hmgb3
ENSMUSG00000071771	ENSMUSG00000031134	0.059430647730968	Rhox4b	Rbmx
ENSMUSG00000053754	ENSMUSG00000053801	0.0594179064247299	Chd8	Grwd1
ENSMUSG00000031314	ENSMUSG00000026623	0.0593419316085656	Taf1	Lpgat1
ENSMUSG00000037169	ENSMUSG00000039395	0.0593077917210219	Mycn	Mreg
ENSMUSG00000094870	ENSMUSG00000014867	0.0591974192442364	Zfp131	Surf4
ENSMUSG00000020098	ENSMUSG00000030986	0.0591722054437477	Pcbd1	Dhx32
ENSMUSG00000035478	ENSMUSG00000036580	0.0591641190790582	Mbd3	Spg20
ENSMUSG00000027230	ENSMUSG00000031134	0.059040717328451	Creb3l1	Rbmx
ENSMUSG00000020538	ENSMUSG00000037851	0.0590169154378156	Srebf1	Iars
ENSMUSG00000035133	ENSMUSG00000022855	0.0588971335021117	Arhgap5	Senp2
ENSMUSG00000033075	ENSMUSG00000041354	0.0588191182005692	Senp1	Rgl2
ENSMUSG00000028890	ENSMUSG00000061186	0.0588186872538846	Mtf1	Sfmbt2
ENSMUSG00000031134	ENSMUSG00000031161	0.0588176785731239	Rbmx	Hdac6
ENSMUSG00000042750	ENSMUSG00000035478	0.0588042841014937	Bex2	Mbd3
ENSMUSG00000021469	ENSMUSG00000024827	0.0587745531725755	Msx2	Gldc
ENSMUSG00000015217	ENSMUSG00000030213	0.0587630892263307	Hmgb3	Atf7ip
ENSMUSG00000027478	ENSMUSG00000042557	0.0586059720635363	Dnmt3b	Sin3a
ENSMUSG00000061887	ENSMUSG00000026341	0.058601830728712	Ssbp3	Actr3
ENSMUSG00000031422	ENSMUSG00000000094	0.0585166864821967	Morf4l2	Tbx4
ENSMUSG00000055320	ENSMUSG00000041354	0.0584837269271175	Tead1	Rgl2
ENSMUSG00000056758	ENSMUSG00000030986	0.0584758116046763	Hmga2	Dhx32
ENSMUSG00000007415	ENSMUSG00000052593	0.0584737047888238	Gatad1	Adam17
ENSMUSG00000017421	ENSMUSG00000022800	0.0584248767322968	Zfp207	Fyttd1
ENSMUSG00000042750	ENSMUSG00000004937	0.0584053296663456	Bex2	Sgta
ENSMUSG00000021488	ENSMUSG00000030232	0.0583939308037774	Nsd1	Aebp2
ENSMUSG00000030232	ENSMUSG00000027510	0.0583842255992118	Aebp2	Rbm38
ENSMUSG00000042750	ENSMUSG00000031134	0.0583737730796091	Bex2	Rbmx
ENSMUSG00000019338	ENSMUSG00000061186	0.0583618050254854	Zfp687	Sfmbt2
ENSMUSG00000061887	ENSMUSG00000037851	0.0583284787615267	Ssbp3	Iars
ENSMUSG00000056758	ENSMUSG00000020964	0.0581994627714949	Hmga2	Sel1l
ENSMUSG00000042557	ENSMUSG00000019437	0.0581730359828229	Sin3a	Tlcd1
ENSMUSG00000071771	ENSMUSG00000053436	0.0581691909722535	Rhox4b	Mapk14
ENSMUSG00000061887	ENSMUSG00000014867	0.0580888624827454	Ssbp3	Surf4
ENSMUSG00000042750	ENSMUSG00000024369	0.0580719609508139	Bex2	Nelfe
ENSMUSG00000035478	ENSMUSG00000042750	0.0580641420021363	Mbd3	Bex2
ENSMUSG00000007872	ENSMUSG00000030986	0.0577738608117503	Id3	Dhx32
ENSMUSG00000017421	ENSMUSG00000047844	0.0577726700105348	Zfp207	Bex4
ENSMUSG00000034042	ENSMUSG00000022855	0.0577013098523582	Gpbp1l1	Senp2
ENSMUSG00000050966	ENSMUSG00000030986	0.0574745911395241	Lin28a	Dhx32
ENSMUSG00000019338	ENSMUSG00000021595	0.0574099231863167	Zfp687	Nsun2
ENSMUSG00000031161	ENSMUSG00000024827	0.0573712949123064	Hdac6	Gldc
ENSMUSG00000042750	ENSMUSG00000027699	0.0573688022164077	Bex2	Ect2
ENSMUSG00000024369	ENSMUSG00000046550	0.0573176202659588	Nelfe	Spin2c
ENSMUSG00000055320	ENSMUSG00000040725	0.0572819834563728	Tead1	Hnrnpul1
ENSMUSG00000042557	ENSMUSG00000037351	0.0572661602676734	Sin3a	Actr1b
ENSMUSG00000037608	ENSMUSG00000020917	0.0572625941663942	Bclaf1	Acly
ENSMUSG00000109336	ENSMUSG00000055799	0.0572303112299222	Samd4b	Tcf7l1
ENSMUSG00000029994	ENSMUSG00000037351	0.0572143543639659	Anxa4	Actr1b
ENSMUSG00000007872	ENSMUSG00000035504	0.0571607813752217	Id3	Reep6
ENSMUSG00000028890	ENSMUSG00000021595	0.0571533550159082	Mtf1	Nsun2
ENSMUSG00000036822	ENSMUSG00000042520	0.0571274092595816	Topors	Ubap2l
ENSMUSG00000030232	ENSMUSG00000061186	0.0570005579615229	Aebp2	Sfmbt2
ENSMUSG00000056758	ENSMUSG00000001910	0.0569737339120169	Hmga2	Nacc1
ENSMUSG00000003119	ENSMUSG00000061887	0.0568972314894378	Cdk12	Ssbp3
ENSMUSG00000015217	ENSMUSG00000035575	0.0568835173736607	Hmgb3	Utp6
ENSMUSG00000072889	ENSMUSG00000040414	0.056845398260833	Nfxl1	Slc25a28
ENSMUSG00000013787	ENSMUSG00000020149	0.0568065268474298	Ehmt2	Rab1a
ENSMUSG00000030213	ENSMUSG00000022855	0.0567955036001777	Atf7ip	Senp2
ENSMUSG00000017421	ENSMUSG00000068882	0.0565750158086124	Zfp207	Ssb
ENSMUSG00000035873	ENSMUSG00000052459	0.0565664448653722	Pawr	Atp6v1a
ENSMUSG00000109336	ENSMUSG00000061887	0.0565231843270224	Samd4b	Ssbp3
ENSMUSG00000071771	ENSMUSG00000036580	0.0564775731888027	Rhox4b	Spg20
ENSMUSG00000034042	ENSMUSG00000039952	0.056438124248662	Gpbp1l1	Dag1
ENSMUSG00000000094	ENSMUSG00000035504	0.0563951963708862	Tbx4	Reep6
ENSMUSG00000001472	ENSMUSG00000035575	0.0563619393068817	Tcf25	Utp6
ENSMUSG00000027230	ENSMUSG00000036112	0.0563540395990157	Creb3l1	Metap2
ENSMUSG00000007872	ENSMUSG00000024827	0.0563394366208055	Id3	Gldc
ENSMUSG00000031134	ENSMUSG00000043323	0.0563190984382491	Rbmx	Fbrsl1
ENSMUSG00000000094	ENSMUSG00000051579	0.0562746858772099	Tbx4	Tceal8
ENSMUSG00000055320	ENSMUSG00000027510	0.0562550863508664	Tead1	Rbm38
ENSMUSG00000042557	ENSMUSG00000007415	0.0562451796743429	Sin3a	Gatad1
ENSMUSG00000015522	ENSMUSG00000007415	0.0562002934317065	Arnt	Gatad1
ENSMUSG00000044791	ENSMUSG00000032115	0.0561084125885593	Setd2	Hyou1
ENSMUSG00000020538	ENSMUSG00000029591	0.056105276148421	Srebf1	Ung
ENSMUSG00000034042	ENSMUSG00000038633	0.0560774092182877	Gpbp1l1	Degs1
ENSMUSG00000045098	ENSMUSG00000020917	0.0559791782058431	Kmt5b	Acly
ENSMUSG00000030232	ENSMUSG00000041354	0.0559396207345673	Aebp2	Rgl2
ENSMUSG00000029994	ENSMUSG00000023832	0.0559049473175002	Anxa4	Acat2
ENSMUSG00000063382	ENSMUSG00000040414	0.0559041088400797	Bcl9l	Slc25a28
ENSMUSG00000060373	ENSMUSG00000041264	0.0558015969593307	Hnrnpc	Uspl1
ENSMUSG00000078496	ENSMUSG00000032216	0.0557833857638143	Zfp982	Nedd4
ENSMUSG00000055799	ENSMUSG00000040725	0.0557695057486781	Tcf7l1	Hnrnpul1
ENSMUSG00000055799	ENSMUSG00000029591	0.0557478298749188	Tcf7l1	Ung
ENSMUSG00000029687	ENSMUSG00000026478	0.0557307498879028	Ezh2	Lamc1
ENSMUSG00000031314	ENSMUSG00000022800	0.0556319254353578	Taf1	Fyttd1
ENSMUSG00000035873	ENSMUSG00000024827	0.0556110618423157	Pawr	Gldc
ENSMUSG00000015217	ENSMUSG00000032115	0.0554904938000699	Hmgb3	Hyou1
ENSMUSG00000007872	ENSMUSG00000046550	0.0554894827352518	Id3	Spin2c
ENSMUSG00000017421	ENSMUSG00000055799	0.0554810085148106	Zfp207	Tcf7l1
ENSMUSG00000031776	ENSMUSG00000040414	0.0554559420573819	Arl2bp	Slc25a28
ENSMUSG00000038615	ENSMUSG00000053801	0.0554470965783558	Nfe2l1	Grwd1
ENSMUSG00000036940	ENSMUSG00000029201	0.055414793994456	Kdm1a	Ugdh
ENSMUSG00000041215	ENSMUSG00000022855	0.0553744843370022	Yeats2	Senp2
ENSMUSG00000031422	ENSMUSG00000051579	0.0553519611130307	Morf4l2	Tceal8
ENSMUSG00000022178	ENSMUSG00000040808	0.0553470262811461	Ajuba	S100g
ENSMUSG00000027206	ENSMUSG00000021595	0.0553211296724405	Cops2	Nsun2
ENSMUSG00000019338	ENSMUSG00000022800	0.0553189326905612	Zfp687	Fyttd1
ENSMUSG00000031161	ENSMUSG00000032348	0.0552968136265629	Hdac6	Gsta4
ENSMUSG00000024563	ENSMUSG00000024098	0.0552017401355999	Smad2	Twsg1
ENSMUSG00000061186	ENSMUSG00000021595	0.0551273076943145	Sfmbt2	Nsun2
ENSMUSG00000000094	ENSMUSG00000041264	0.0551134497315265	Tbx4	Uspl1
ENSMUSG00000003868	ENSMUSG00000056952	0.0551050495973738	Ruvbl2	Tatdn2
ENSMUSG00000020271	ENSMUSG00000021595	0.0550546450211356	Fbxw11	Nsun2
ENSMUSG00000015217	ENSMUSG00000069539	0.0549173802600764	Hmgb3	Scyl2
ENSMUSG00000027230	ENSMUSG00000038633	0.0548963215653712	Creb3l1	Degs1
ENSMUSG00000022961	ENSMUSG00000020840	0.0548938868092527	Son	Blmh
ENSMUSG00000031314	ENSMUSG00000061186	0.0548498850419549	Taf1	Sfmbt2
ENSMUSG00000030213	ENSMUSG00000027303	0.0548253500557404	Atf7ip	Ptpra
ENSMUSG00000061186	ENSMUSG00000052459	0.0548065756633274	Sfmbt2	Atp6v1a
ENSMUSG00000024563	ENSMUSG00000042557	0.0547814224819332	Smad2	Sin3a
ENSMUSG00000055320	ENSMUSG00000055799	0.0547564453496782	Tead1	Tcf7l1
ENSMUSG00000042750	ENSMUSG00000023025	0.0546777693176364	Bex2	Larp4
ENSMUSG00000019338	ENSMUSG00000041354	0.054657454582153	Zfp687	Rgl2
ENSMUSG00000027230	ENSMUSG00000020840	0.0546324523725804	Creb3l1	Blmh
ENSMUSG00000000094	ENSMUSG00000026478	0.0546237237169203	Tbx4	Lamc1
ENSMUSG00000053754	ENSMUSG00000051579	0.0545773545069503	Chd8	Tceal8
ENSMUSG00000041215	ENSMUSG00000032115	0.0545422850831072	Yeats2	Hyou1
ENSMUSG00000007872	ENSMUSG00000038633	0.0545147992143879	Id3	Degs1
ENSMUSG00000038615	ENSMUSG00000061887	0.0544522634804155	Nfe2l1	Ssbp3
ENSMUSG00000053754	ENSMUSG00000014867	0.0543888634495109	Chd8	Surf4
ENSMUSG00000007872	ENSMUSG00000000094	0.0541713378287444	Id3	Tbx4
ENSMUSG00000008976	ENSMUSG00000023015	0.0541459607955757	Gabpa	Racgap1
ENSMUSG00000035799	ENSMUSG00000071847	0.0541291613823822	Twist1	Apcdd1
ENSMUSG00000015749	ENSMUSG00000032216	0.0541084615941302	Anp32e	Nedd4
ENSMUSG00000056758	ENSMUSG00000072825	0.0541068940812693	Hmga2	Cep170b
ENSMUSG00000031161	ENSMUSG00000001910	0.0541017989409209	Hdac6	Nacc1
ENSMUSG00000063382	ENSMUSG00000019478	0.0540786688662511	Bcl9l	Rab4a
ENSMUSG00000031314	ENSMUSG00000030232	0.0540685414000038	Taf1	Aebp2
ENSMUSG00000021488	ENSMUSG00000038633	0.0540632733650092	Nsd1	Degs1
ENSMUSG00000021488	ENSMUSG00000020422	0.0540595086011513	Nsd1	Tns3
ENSMUSG00000024563	ENSMUSG00000056952	0.0539274664726112	Smad2	Tatdn2
ENSMUSG00000040524	ENSMUSG00000032216	0.0539085530167561	Zfp609	Nedd4
ENSMUSG00000020098	ENSMUSG00000013787	0.0538520908169001	Pcbd1	Ehmt2
ENSMUSG00000055799	ENSMUSG00000028809	0.0538486613756637	Tcf7l1	Srrm1
ENSMUSG00000055799	ENSMUSG00000037266	0.0538386868019765	Tcf7l1	Rsrp1
ENSMUSG00000061887	ENSMUSG00000026478	0.0538329207806407	Ssbp3	Lamc1
ENSMUSG00000007415	ENSMUSG00000036580	0.0538296043748388	Gatad1	Spg20
